date,open,high,low,close,volume
2010-07-02 00:00:00+00:00,-33150.94,-33012.58,-34055.17,-33757.28,3810.0
2010-07-05 00:00:00+00:00,-33579.369999999995,-33378.93,-33719.12,-33634.4,179.0
2010-07-06 00:00:00+00:00,-33613.759999999995,-33252.3,-34377.25,-33737.4,3221.0
2010-07-07 00:00:00+00:00,-33653.58,-33268.5,-35054.130000000005,-34628.09,2684.0
2010-07-08 00:00:00+00:00,-34470.58,-33666.840000000004,-36181.29,-35249.36,2281.0
2010-07-09 00:00:00+00:00,-35272.79,-34943.04,-36182.93,-35824.96,1437.0
2010-07-11 00:00:00+00:00,-35824.56,-35461.62,-35867.759999999995,-35667.32,14.0
2010-07-12 00:00:00+00:00,-36000.29,-35335.45,-36788.91,-36165.94,1326.0
2010-07-13 00:00:00+00:00,-36209.990000000005,-35621.590000000004,-36866.39,-35949.28,727.0
2010-07-14 00:00:00+00:00,-36084.54,-35579.85,-36673.06,-36594.43,205.0
2010-07-15 00:00:00+00:00,-35024.99,-34260.38,-36381.0,-35807.14,19753.0
2010-07-16 00:00:00+00:00,-35770.42,-35368.41,-36300.5,-35844.37,13251.0
2010-07-18 00:00:00+00:00,-35265.44,-34867.02,-35886.99,-35694.44,508.0
2010-07-19 00:00:00+00:00,-35682.31,-34846.25,-36200.479999999996,-35298.92,13676.0
2010-07-20 00:00:00+00:00,-35348.7,-34861.5,-35896.92,-35776.25,12976.0
2010-07-21 00:00:00+00:00,-35716.759999999995,-35283.83,-36131.8,-35730.0,11810.0
2010-07-22 00:00:00+00:00,-35747.3,-35335.85,-36552.46,-35987.72,16147.0
2010-07-23 00:00:00+00:00,-35975.55,-35682.84,-36326.880000000005,-36064.659999999996,12841.0
2010-07-25 00:00:00+00:00,-35890.2,-35690.2,-35968.43,-35780.83,320.0
2010-07-26 00:00:00+00:00,-35790.979999999996,-34895.81,-36343.229999999996,-35382.409999999996,13804.0
2010-07-27 00:00:00+00:00,-35416.9,-35064.88,-35791.3,-35353.9,14359.0
2010-07-28 00:00:00+00:00,-35366.62,-34991.840000000004,-36179.78,-35787.58,13786.0
2010-07-29 00:00:00+00:00,-35731.880000000005,-35467.87,-36596.05,-36398.55,13893.0
2010-07-30 00:00:00+00:00,-36368.86,-36057.84,-37605.33,-37227.15,7277.0
2010-08-01 00:00:00+00:00,-37235.880000000005,-36991.240000000005,-37511.87,-37391.240000000005,456.0
2010-08-02 00:00:00+00:00,-37346.259999999995,-36692.58,-38287.79,-37020.23,4505.0
2010-08-03 00:00:00+00:00,-37109.28,-36413.850000000006,-37575.590000000004,-37181.16,3152.0
2010-08-04 00:00:00+00:00,-37088.28,-36937.79,-38066.979999999996,-37559.76,2877.0
2010-08-05 00:00:00+00:00,-37592.82,-36501.33,-38718.21,-36925.15,1937.0
2010-08-06 00:00:00+00:00,-37111.63,-36744.520000000004,-37684.82,-37438.58,1261.0
2010-08-08 00:00:00+00:00,-37402.75,-37289.369999999995,-37403.52,-37289.92,420.0
2010-08-09 00:00:00+00:00,-37440.59,-36768.8,-37974.99,-36963.3,1011.0
2010-08-10 00:00:00+00:00,-36463.96,-36237.729999999996,-36936.479999999996,-36592.19,1345.0
2010-08-11 00:00:00+00:00,-36663.83,-36300.24,-37389.020000000004,-36869.86,787.0
2010-08-12 00:00:00+00:00,-37133.78,-36034.43,-37986.54,-37551.82,648.0
2010-08-13 00:00:00+00:00,-38034.54,-36381.74,-38655.46,-36385.479999999996,172.0
2010-08-15 00:00:00+00:00,-37163.29,-37071.69,-37257.6,-37127.58,136.0
2010-08-16 00:00:00+00:00,-37133.6,-36278.79,-37645.09,-36676.07,8025.0
2010-08-17 00:00:00+00:00,-36728.08,-36404.43,-37449.62,-37084.33,8761.0
2010-08-18 00:00:00+00:00,-37092.81,-35923.71,-37435.29,-36632.95,10220.0
2010-08-19 00:00:00+00:00,-36607.95,-35307.96,-37287.96,-35849.259999999995,11036.0
2010-08-20 00:00:00+00:00,-35847.36,-35326.51,-36125.619999999995,-35520.18,7546.0
2010-08-22 00:00:00+00:00,-35557.57,-35522.21,-35813.27,-35686.94,64.0
2010-08-23 00:00:00+00:00,-35714.619999999995,-35178.93,-36031.98,-35455.979999999996,6342.0
2010-08-24 00:00:00+00:00,-35415.47,-34836.83,-35851.49,-35328.35,8093.0
2010-08-25 00:00:00+00:00,-35351.81,-34852.79,-35668.6,-35303.63,7276.0
2010-08-26 00:00:00+00:00,-35346.48,-35023.84,-35953.619999999995,-35612.32,9859.0
2010-08-27 00:00:00+00:00,-35582.520000000004,-35392.33,-36182.75,-35920.46,10858.0
2010-08-29 00:00:00+00:00,-35995.35,-35901.4,-36282.85,-36110.33,189.0
2010-08-30 00:00:00+00:00,-36104.08,-34955.28,-36439.490000000005,-35448.19,10488.0
2010-08-31 00:00:00+00:00,-35362.47,-34855.979999999996,-36225.06,-35498.740000000005,8727.0
2010-09-01 00:00:00+00:00,-35510.659999999996,-35034.17,-35838.12,-35320.6,3919.0
2010-09-02 00:00:00+00:00,-35186.57,-34960.81,-35586.79,-35404.119999999995,2412.0
2010-09-03 00:00:00+00:00,-35480.83,-35152.4,-36732.73,-36228.17,1177.0
2010-09-06 00:00:00+00:00,-36202.04,-36202.04,-36391.44,-36391.44,3.0
2010-09-07 00:00:00+00:00,-36325.490000000005,-35986.009999999995,-37213.69,-36987.229999999996,2186.0
2010-09-08 00:00:00+00:00,-36833.64,-36653.87,-37331.63,-36833.22,1372.0
2010-09-09 00:00:00+00:00,-36613.92,-36256.880000000005,-36923.14,-36794.51,702.0
2010-09-10 00:00:00+00:00,-36178.93,-36040.770000000004,-36963.33,-36635.03,658.0
2010-09-12 00:00:00+00:00,-36354.65,-36329.65,-36532.25,-36507.25,36.0
2010-09-14 00:00:00+00:00,-36662.78,-36102.42,-37109.81,-36821.21,290.0
2010-09-15 00:00:00+00:00,-37269.64,-37110.42,-37752.44,-37619.34,20489.0
2010-09-16 00:00:00+00:00,-37609.520000000004,-37006.64,-37894.2,-37466.2,19495.0
2010-09-17 00:00:00+00:00,-37465.21,-36914.630000000005,-39084.520000000004,-38431.369999999995,36747.0
2010-09-19 00:00:00+00:00,-38416.19,-38188.3,-39085.39,-38875.8,2237.0
2010-09-20 00:00:00+00:00,-38863.3,-38574.3,-39861.2,-39056.25,37192.0
2010-09-21 00:00:00+00:00,-39081.14,-38669.19,-39682.89,-39153.89,28407.0
2010-09-22 00:00:00+00:00,-39153.56,-38836.07,-39631.35,-39350.25,23343.0
2010-09-23 00:00:00+00:00,-39364.9,-38763.65,-39973.95,-39399.9,26431.0
2010-09-24 00:00:00+00:00,-39428.369999999995,-38976.240000000005,-41338.409999999996,-40729.01,38895.0
2010-09-26 00:00:00+00:00,-40772.32,-40540.89,-41659.82,-41414.89,2791.0
2010-09-27 00:00:00+00:00,-41414.89,-40340.34,-41828.009999999995,-40897.23,33434.0
2010-09-28 00:00:00+00:00,-40913.2,-39803.34,-41752.42,-40300.53,31064.0
2010-09-29 00:00:00+00:00,-40300.86,-39093.06,-40741.17,-39899.14,40145.0
2010-09-30 00:00:00+00:00,-39894.34,-38956.69,-40797.37,-40190.54,37542.0
2010-10-01 00:00:00+00:00,-40209.27,-37785.2,-40997.15,-38545.39,44524.0
2010-10-03 00:00:00+00:00,-38504.88,-38104.88,-38631.64,-38330.75,2761.0
2010-10-04 00:00:00+00:00,-38405.87,-37724.18,-39031.3,-38312.63,32424.0
2010-10-05 00:00:00+00:00,-38331.61,-37784.29,-39636.41,-39011.61,28631.0
2010-10-06 00:00:00+00:00,-39021.24,-38432.86,-39318.09,-38635.18,20253.0
2010-10-07 00:00:00+00:00,-38573.55,-38471.39,-39256.479999999996,-38635.34,30243.0
2010-10-08 00:00:00+00:00,-38627.28,-36935.9,-42228.82,-41260.67,15295.0
2010-10-10 00:00:00+00:00,-41642.64,-41624.2,-43231.05,-42589.13,7749.0
2010-10-11 00:00:00+00:00,-42447.04,-41174.71,-43500.82,-42288.44,52643.0
2010-10-12 00:00:00+00:00,-42234.869999999995,-41436.61,-43274.57,-42615.6,40409.0
2010-10-13 00:00:00+00:00,-42634.66,-42091.56,-43642.16,-42894.76,45558.0
2010-10-14 00:00:00+00:00,-42753.55,-42546.96000000001,-43826.45,-43687.52,33505.0
2010-10-15 00:00:00+00:00,-43287.68,-42506.65,-43896.57,-42896.03,45032.0
2010-10-17 00:00:00+00:00,-42826.72,-42435.3,-43165.32,-42836.86,2648.0
2010-10-18 00:00:00+00:00,-42817.22,-42359.869999999995,-43261.93,-43000.4,46065.0
2010-10-19 00:00:00+00:00,-42990.47,-41729.29,-43730.1,-42553.19,58437.0
2010-10-20 00:00:00+00:00,-42535.89,-41875.44,-44711.2,-44117.740000000005,59217.0
2010-10-21 00:00:00+00:00,-44125.55,-43206.95,-44666.7,-43701.22,52795.0
2010-10-22 00:00:00+00:00,-43751.0,-43291.24,-44231.020000000004,-43550.009999999995,43619.0
2010-10-24 00:00:00+00:00,-43675.36,-43464.119999999995,-43970.9,-43839.229999999996,1331.0
2010-10-25 00:00:00+00:00,-43841.9,-43623.600000000006,-44704.729999999996,-44323.509999999995,55336.0
2010-10-26 00:00:00+00:00,-44331.21,-43692.95,-44991.67,-44662.59,38047.0
2010-10-27 00:00:00+00:00,-44667.72,-43240.270000000004,-44982.99,-44452.5,45283.0
2010-10-28 00:00:00+00:00,-44427.5,-44009.15,-45248.14,-44593.380000000005,39870.0
2010-10-29 00:00:00+00:00,-44580.880000000005,-43917.25,-44752.509999999995,-44366.17,22706.0
2010-10-31 00:00:00+00:00,-44705.05,-44347.34,-44890.18,-44735.72,1518.0
2010-11-01 00:00:00+00:00,-44735.72,-44055.880000000005,-45245.68,-44738.25,21207.0
2010-11-02 00:00:00+00:00,-44750.75,-44187.58,-44980.5,-44514.25,17937.0
2010-11-03 00:00:00+00:00,-44484.45,-43755.0,-45032.649999999994,-44674.979999999996,16826.0
2010-11-04 00:00:00+00:00,-44674.869999999995,-44102.729999999996,-46736.59,-46131.61,25127.0
2010-11-05 00:00:00+00:00,-46131.94,-45672.5,-46735.2,-46413.77,20893.0
2010-11-08 00:00:00+00:00,-46433.85,-45892.55,-46880.72,-46094.45,18627.0
2010-11-09 00:00:00+00:00,-46057.73,-44988.490000000005,-49644.100000000006,-47887.47,33220.0
2010-11-10 00:00:00+00:00,-47834.02,-47280.990000000005,-48382.12,-47794.22,26516.0
2010-11-11 00:00:00+00:00,-47885.4,-47546.130000000005,-49035.350000000006,-48715.33,21970.0
2010-11-12 00:00:00+00:00,-48828.4,-45054.97,-50071.27,-46249.17,36848.0
2010-11-15 00:00:00+00:00,-46426.1,-45115.58,-48697.54,-47144.850000000006,66449.0
2010-11-16 00:00:00+00:00,-47074.09,-43523.200000000004,-48189.03,-44586.33,78985.0
2010-11-18 00:00:00+00:00,-44128.41,-42908.18,-46132.56,-45473.82,49756.0
2010-11-19 00:00:00+00:00,-45520.6,-43192.18,-46680.2,-43879.97,55396.0
2010-11-22 00:00:00+00:00,-43663.2,-42920.31,-45121.22,-44497.43,47814.0
2010-11-23 00:00:00+00:00,-44652.03,-43164.55,-46030.83,-45112.229999999996,55152.0
2010-11-24 00:00:00+00:00,-45191.48,-44817.53,-46110.33,-45715.75,36075.0
2010-11-26 00:00:00+00:00,-45964.65,-44772.8,-46464.33,-45272.880000000005,23931.0
2010-11-29 00:00:00+00:00,-45279.46000000001,-44510.25,-45891.81,-45125.240000000005,38678.0
2010-11-30 00:00:00+00:00,-45207.27,-44614.85,-45840.19,-45569.2,29807.0
2010-12-01 00:00:00+00:00,-45403.44,-44800.28999999999,-47559.7,-46925.39,37031.0
2010-12-02 00:00:00+00:00,-46917.36,-46450.59,-47280.62,-46786.83,29661.0
2010-12-03 00:00:00+00:00,-46835.380000000005,-46238.11,-48030.35,-47591.9,35301.0
2010-12-06 00:00:00+00:00,-47762.659999999996,-46508.47,-48317.03,-47207.58,30563.0
2010-12-07 00:00:00+00:00,-47295.41,-46796.950000000004,-48162.619999999995,-47255.299999999996,34686.0
2010-12-08 00:00:00+00:00,-47057.490000000005,-46090.39,-48021.08,-47575.0,33445.0
2010-12-09 00:00:00+00:00,-47629.990000000005,-46727.83,-48101.59,-47070.119999999995,22859.0
2010-12-10 00:00:00+00:00,-47222.34,-46403.66,-47730.41,-46835.21000000001,30076.0
2010-12-13 00:00:00+00:00,-46781.509999999995,-45496.05,-48565.74,-47838.350000000006,31891.0
2010-12-14 00:00:00+00:00,-47836.979999999996,-47293.21,-48415.09,-47544.35,26793.0
2010-12-15 00:00:00+00:00,-47690.3,-47135.72,-48789.130000000005,-47583.3,68434.0
2010-12-16 00:00:00+00:00,-47616.93,-46959.14,-48165.08,-47362.53999999999,44152.0
2010-12-17 00:00:00+00:00,-47377.96,-46871.28,-47964.39,-47676.8,38795.0
2010-12-20 00:00:00+00:00,-47840.89,-47235.38,-48704.6,-48296.55,42147.0
2010-12-21 00:00:00+00:00,-48310.05,-47994.520000000004,-49007.35,-48727.77,47782.0
2010-12-22 00:00:00+00:00,-48680.649999999994,-48309.53999999999,-49241.15,-48964.32,38814.0
2010-12-23 00:00:00+00:00,-49001.32000000001,-48473.95,-50302.16,-49685.57,27913.0
2010-12-27 00:00:00+00:00,-49252.71000000001,-48627.090000000004,-51208.5,-50466.729999999996,19634.0
2010-12-28 00:00:00+00:00,-50454.78,-50198.67,-51089.119999999995,-50422.15,19654.0
2010-12-29 00:00:00+00:00,-50386.43,-49850.4,-50775.2,-50048.65,19885.0
2010-12-30 00:00:00+00:00,-50135.270000000004,-49685.1,-50653.77,-50258.71,13991.0
2010-12-31 00:00:00+00:00,-50196.34,-49841.59,-51595.67,-51252.31,7728.0
2011-01-03 00:00:00+00:00,-50942.1,-49870.58,-51963.06,-50426.119999999995,6525.0
2011-01-04 00:00:00+00:00,-50341.520000000004,-49319.729999999996,-51194.03,-50034.94,4242.0
2011-01-05 00:00:00+00:00,-50061.17,-49299.22,-51384.9,-50848.86,4737.0
2011-01-06 00:00:00+00:00,-50905.24,-50048.83,-51407.340000000004,-50352.54,2802.0
2011-01-07 00:00:00+00:00,-50310.35,-49531.91,-50797.14,-49972.81,2251.0
2011-01-10 00:00:00+00:00,-50072.09,-49588.68,-51363.55,-50523.130000000005,1630.0
2011-01-11 00:00:00+00:00,-50561.19,-49149.62,-51216.229999999996,-49748.81,1323.0
2011-01-12 00:00:00+00:00,-49726.59,-48753.53,-53121.45,-51696.71,1356.0
2011-01-13 00:00:00+00:00,-51776.42,-51397.299999999996,-52609.06,-52086.96,1252.0
2011-01-14 00:00:00+00:00,-51868.67,-51134.06999999999,-52137.0,-51456.65,294.0
2011-01-18 00:00:00+00:00,-51543.350000000006,-51158.67,-52531.14,-51733.06,51784.0
2011-01-19 00:00:00+00:00,-51768.89,-50887.58,-52807.85,-51780.85,61150.0
2011-01-20 00:00:00+00:00,-51679.630000000005,-50082.1,-52397.18000000001,-51665.35,59088.0
2011-01-21 00:00:00+00:00,-51706.44,-51116.83,-52568.3,-51725.42,57591.0
2011-01-24 00:00:00+00:00,-51753.67,-50786.11,-52587.6,-51313.94,47843.0
2011-01-25 00:00:00+00:00,-51338.06,-49602.369999999995,-51939.58,-50134.79000000001,64426.0
2011-01-26 00:00:00+00:00,-50236.9,-49491.259999999995,-51151.799999999996,-50660.119999999995,45924.0
2011-01-27 00:00:00+00:00,-50827.880000000005,-50130.5,-51557.97,-51256.399999999994,46032.0
2011-01-28 00:00:00+00:00,-51347.05,-50534.15,-52551.33,-51323.15,70340.0
2011-01-31 00:00:00+00:00,-51122.71000000001,-50814.5,-52056.53,-51707.56,41736.0
2011-02-01 00:00:00+00:00,-51773.880000000005,-51103.52,-53231.13,-52711.65,59268.0
2011-02-02 00:00:00+00:00,-52686.32000000001,-52267.67,-53520.14,-53028.94,46668.0
2011-02-03 00:00:00+00:00,-53033.63,-52337.81,-53579.91,-52630.02,44735.0
2011-02-04 00:00:00+00:00,-52724.990000000005,-51872.55,-53203.06999999999,-52634.72,45710.0
2011-02-07 00:00:00+00:00,-52804.38,-51838.56,-53300.63,-52233.21,44448.0
2011-02-08 00:00:00+00:00,-52251.96000000001,-51581.149999999994,-52977.94,-52623.19,56272.0
2011-02-09 00:00:00+00:00,-52655.89,-52349.19,-53690.380000000005,-53300.87,62013.0
2011-02-10 00:00:00+00:00,-53254.1,-52120.44,-53779.4,-52555.29,55727.0
2011-02-11 00:00:00+00:00,-52616.89,-51355.43,-53418.95,-52033.58,64901.0
2011-02-14 00:00:00+00:00,-52133.149999999994,-51092.130000000005,-52625.19,-51603.36,61383.0
2011-02-15 00:00:00+00:00,-51496.100000000006,-49536.33,-52272.70999999999,-50188.84,75356.0
2011-02-16 00:00:00+00:00,-50226.130000000005,-49498.25,-50747.03,-50168.35,62134.0
2011-02-17 00:00:00+00:00,-50204.3,-49734.62,-52245.32,-51656.15,73012.0
2011-02-18 00:00:00+00:00,-51746.65,-49464.95999999999,-52451.02,-50109.200000000004,68719.0
2011-02-22 00:00:00+00:00,-50764.45,-46598.770000000004,-52124.01,-47742.31,72529.0
2011-02-23 00:00:00+00:00,-47571.64,-46745.66,-48987.3,-48583.71,42386.0
2011-02-24 00:00:00+00:00,-48572.9,-47417.45,-49072.2,-48419.26,23972.0
2011-02-25 00:00:00+00:00,-48467.380000000005,-47420.6,-52107.979999999996,-50227.78,28825.0
2011-02-28 00:00:00+00:00,-50480.42,-49493.25,-51013.0,-50260.53,14184.0
2011-03-01 00:00:00+00:00,-50305.5,-49476.97,-50973.47,-50481.07000000001,8227.0
2011-03-02 00:00:00+00:00,-50533.31999999999,-50120.64,-51862.9,-51355.490000000005,5251.0
2011-03-03 00:00:00+00:00,-51391.43,-50706.399999999994,-52655.57000000001,-51911.899999999994,4373.0
2011-03-04 00:00:00+00:00,-51899.28,-51120.70999999999,-52952.1,-52207.56,2894.0
2011-03-07 00:00:00+00:00,-52166.83,-50784.8,-52797.47,-51520.27,1860.0
2011-03-08 00:00:00+00:00,-51626.61,-50563.89,-51836.9,-51087.4,1717.0
2011-03-09 00:00:00+00:00,-51119.770000000004,-49548.770000000004,-51525.28,-49884.67,1568.0
2011-03-10 00:00:00+00:00,-49849.64,-48280.009999999995,-50919.3,-49834.56,701.0
2011-03-11 00:00:00+00:00,-50041.85,-48087.740000000005,-50443.880000000005,-49084.97,510.0
2011-03-13 00:00:00+00:00,-49253.6,-48540.5,-49416.8,-48588.5,43.0
2011-03-14 00:00:00+00:00,-48430.06,-47902.259999999995,-49718.03,-49404.490000000005,15976.0
2011-03-15 00:00:00+00:00,-50006.31999999999,-46187.990000000005,-50274.97,-46894.13,88788.0
2011-03-16 00:00:00+00:00,-46901.05,-45911.399999999994,-48264.770000000004,-46915.399999999994,68107.0
2011-03-17 00:00:00+00:00,-46902.78999999999,-45986.68,-49750.81,-48725.0,64375.0
2011-03-18 00:00:00+00:00,-48666.619999999995,-47740.100000000006,-51053.68000000001,-49817.23,57482.0
2011-03-20 00:00:00+00:00,-50150.33,-49874.03,-50849.46,-50410.08,10639.0
2011-03-21 00:00:00+00:00,-50439.880000000005,-49303.5,-50728.990000000005,-49781.91,47659.0
2011-03-22 00:00:00+00:00,-49764.61,-48877.240000000005,-50593.8,-50256.759999999995,37236.0
2011-03-23 00:00:00+00:00,-50245.03,-49386.8,-50935.759999999995,-49636.62,38515.0
2011-03-24 00:00:00+00:00,-49609.72,-48928.15,-50378.63,-50187.44,49139.0
2011-03-25 00:00:00+00:00,-50166.34,-49867.55,-50660.93,-50202.14,37260.0
2011-03-27 00:00:00+00:00,-50238.979999999996,-49922.11,-50570.59,-50439.36,7386.0
2011-03-28 00:00:00+00:00,-50422.28,-49118.119999999995,-50925.54,-49326.950000000004,39062.0
2011-03-29 00:00:00+00:00,-49339.450000000004,-49096.78,-50754.39,-50214.3,43290.0
2011-03-30 00:00:00+00:00,-50219.21,-49035.33,-50806.71,-50182.67,45208.0
2011-03-31 00:00:00+00:00,-50187.8,-49865.729999999996,-53590.88,-52715.25,65816.0
2011-04-01 00:00:00+00:00,-52813.15,-51144.71,-52822.17,-51632.71,47588.0
2011-04-03 00:00:00+00:00,-51571.15,-51421.06,-52376.649999999994,-52140.86,10604.0
2011-04-04 00:00:00+00:00,-52128.58,-51058.630000000005,-52651.350000000006,-51649.06,46223.0
2011-04-05 00:00:00+00:00,-51626.630000000005,-50442.68,-51870.649999999994,-51043.57000000001,46944.0
2011-04-06 00:00:00+00:00,-51073.7,-50797.89,-51929.83,-51340.11,51457.0
2011-04-07 00:00:00+00:00,-51347.81,-50239.89,-51703.65,-50527.52,53424.0
2011-04-08 00:00:00+00:00,-50403.16,-50254.86,-51922.59,-51712.87,52937.0
2011-04-10 00:00:00+00:00,-51890.22,-51830.490000000005,-52910.729999999996,-52835.15,11316.0
2011-04-11 00:00:00+00:00,-52817.85,-50487.93,-53364.61,-51098.33,64843.0
2011-04-12 00:00:00+00:00,-51077.89,-48618.42,-51517.649999999994,-49460.380000000005,72185.0
2011-04-13 00:00:00+00:00,-49469.54,-49297.99,-50616.22,-49525.14,51252.0
2011-04-14 00:00:00+00:00,-49506.270000000004,-48553.94,-49880.41,-49539.130000000005,42776.0
2011-04-15 00:00:00+00:00,-49476.619999999995,-48854.67,-49791.83,-49423.25,32876.0
2011-04-17 00:00:00+00:00,-49424.649999999994,-48920.61,-49669.31,-49069.81,7698.0
2011-04-18 00:00:00+00:00,-49079.3,-48670.659999999996,-50369.259999999995,-50040.19,40920.0
2011-04-19 00:00:00+00:00,-50050.01,-49196.869999999995,-50205.07,-49692.29,38915.0
2011-04-20 00:00:00+00:00,-49692.509999999995,-49282.7,-51315.41,-50204.4,39005.0
2011-04-21 00:00:00+00:00,-50259.1,-49669.68000000001,-51343.48,-51097.100000000006,29776.0
2011-04-24 00:00:00+00:00,-51131.7,-50934.42,-51673.7,-51323.81999999999,6330.0
2011-04-25 00:00:00+00:00,-51333.53,-50618.94,-51833.35,-51592.44,27994.0
2011-04-26 00:00:00+00:00,-51520.09,-50584.82,-51820.96,-51292.06,31555.0
2011-04-27 00:00:00+00:00,-51295.4,-50010.47,-52289.26,-51785.020000000004,26594.0
2011-04-28 00:00:00+00:00,-51701.31,-48870.82,-52311.36,-49393.7,21841.0
2011-04-29 00:00:00+00:00,-49463.369999999995,-49402.68,-51972.869999999995,-51936.84,7648.0
2011-05-01 00:00:00+00:00,-51712.14,-51234.14,-51978.66,-51482.79000000001,1942.0
2011-05-02 00:00:00+00:00,-51565.06,-51282.8,-52708.09,-52114.700000000004,3452.0
2011-05-03 00:00:00+00:00,-51845.13,-50134.299999999996,-51997.049999999996,-50639.58,3199.0
2011-05-04 00:00:00+00:00,-50787.58,-49793.479999999996,-51218.1,-50484.84,1495.0
2011-05-05 00:00:00+00:00,-50632.740000000005,-48126.39,-50888.69,-48831.72,1027.0
2011-05-06 00:00:00+00:00,-48905.27,-48129.990000000005,-49813.55,-49192.67,831.0
2011-05-09 00:00:00+00:00,-49226.83,-49082.89,-49790.130000000005,-49549.1,637.0
2011-05-10 00:00:00+00:00,-49751.48,-49707.93,-50747.08,-49847.3,332.0
2011-05-11 00:00:00+00:00,-50241.2,-48456.5,-50268.87,-49148.88,291.0
2011-05-12 00:00:00+00:00,-49425.4,-48470.89,-50452.259999999995,-50105.74,246.0
2011-05-13 00:00:00+00:00,-50355.1,-48975.5,-50388.46,-49437.66,353.0
2011-05-15 00:00:00+00:00,-49167.65,-49053.05,-49739.78,-49610.0,8440.0
2011-05-16 00:00:00+00:00,-49562.9,-48493.72,-50109.78,-48669.55,43863.0
2011-05-17 00:00:00+00:00,-48674.13,-47513.06,-49844.119999999995,-49202.7,65271.0
2011-05-18 00:00:00+00:00,-49228.03,-48934.020000000004,-51539.2,-50848.729999999996,66087.0
2011-05-19 00:00:00+00:00,-50843.93,-50249.76,-51656.88,-50971.759999999995,47918.0
2011-05-20 00:00:00+00:00,-50889.16,-50134.53999999999,-51806.71,-50833.44,39275.0
2011-05-22 00:00:00+00:00,-51185.46000000001,-50966.85,-51721.9,-51631.75,10069.0
2011-05-23 00:00:00+00:00,-51629.85,-50248.259999999995,-51907.299999999996,-50759.45,41537.0
2011-05-24 00:00:00+00:00,-50800.97,-50342.13,-51685.79,-51006.49,43212.0
2011-05-25 00:00:00+00:00,-51018.99,-50517.71000000001,-51687.270000000004,-51093.509999999995,40164.0
2011-05-26 00:00:00+00:00,-51093.509999999995,-51004.46000000001,-52301.03999999999,-51836.63,50844.0
2011-05-27 00:00:00+00:00,-51934.53,-51114.78,-52197.880000000005,-51354.58,29149.0
2011-05-30 00:00:00+00:00,-50896.67,-50448.4,-51397.21000000001,-51175.1,10465.0
2011-05-31 00:00:00+00:00,-51195.41,-50703.57000000001,-52011.46,-51285.03,45891.0
2011-06-01 00:00:00+00:00,-51297.2,-50227.16,-51605.67,-51055.32,47838.0
2011-06-02 00:00:00+00:00,-51050.52,-50794.28,-52414.69,-51881.5,55242.0
2011-06-03 00:00:00+00:00,-51867.1,-51787.490000000005,-52603.009999999995,-52208.7,34564.0
2011-06-05 00:00:00+00:00,-52374.25,-52124.91,-52935.47,-52730.770000000004,9502.0
2011-06-06 00:00:00+00:00,-52725.53,-50599.909999999996,-52995.380000000005,-50833.7,57712.0
2011-06-07 00:00:00+00:00,-50836.6,-50158.13,-51742.09,-51286.58,60505.0
2011-06-08 00:00:00+00:00,-51299.08,-50399.22,-52484.76,-51638.47,62728.0
2011-06-09 00:00:00+00:00,-51616.479999999996,-50634.56,-52365.81999999999,-51361.94,59347.0
2011-06-10 00:00:00+00:00,-51333.47,-50300.79,-51449.97,-50631.899999999994,45186.0
