"time","symbol","open","high","low","close","volume"
"2013-02-25 00:00:00+00","ZS.c.0","1462.25","1470.25","1438.5","1452.5",57188
"2013-02-26 00:00:00+00","ZS.c.0","1451","1459","1436.25","1452.5",51008
"2013-02-27 00:00:00+00","ZS.c.0","1452.5","1466.5","1441.5","1460.5",39557
"2013-02-28 00:00:00+00","ZS.c.0","1460.25","1487.75","1454","1470.75",24340
"2013-03-01 00:00:00+00","ZS.c.0","1472","1478.5","1453.75","1465",10516
"2013-03-03 00:00:00+00","ZS.c.0","1462.25","1468.25","1460","1464",391
"2013-03-04 00:00:00+00","ZS.c.0","1466.75","1493.25","1460.75","1491.75",7106
"2013-03-05 00:00:00+00","ZS.c.0","1492","1511.25","1488.5","1494",5959
"2013-03-06 00:00:00+00","ZS.c.0","1495.5","1503.25","1481","1482.75",3258
"2013-03-07 00:00:00+00","ZS.c.0","1482","1505.25","1480.5","1503.5",3183
"2013-03-08 00:00:00+00","ZS.c.0","1502.5","1516","1489","1510",1532
"2013-03-10 00:00:00+00","ZS.c.0","1516.75","1518.75","1516.75","1518.75",4
"2013-03-11 00:00:00+00","ZS.c.0","1511.5","1517.5","1504","1515",522
"2013-03-12 00:00:00+00","ZS.c.0","1516","1516","1487.5","1494",840
"2013-03-13 00:00:00+00","ZS.c.0","1495","1495","1466.25","1475",525
"2013-03-14 00:00:00+00","ZS.c.0","1475","1475","1449.75","1463.75",131
"2013-03-15 00:00:00+00","ZS.c.0","1437","1445.25","1422.5","1427",82638
"2013-03-17 00:00:00+00","ZS.c.0","1424","1425.25","1415.25","1415.25",5363
"2013-03-18 00:00:00+00","ZS.c.0","1415.75","1418.75","1404.25","1410",95201
"2013-03-19 00:00:00+00","ZS.c.0","1410.25","1418.75","1403","1411.25",90777
"2013-03-20 00:00:00+00","ZS.c.0","1411","1424.5","1408.25","1423.5",67827
"2013-03-21 00:00:00+00","ZS.c.0","1423.25","1451.5","1421.75","1447.5",84421
"2013-03-22 00:00:00+00","ZS.c.0","1447.25","1448.75","1433","1439.5",63758
"2013-03-24 00:00:00+00","ZS.c.0","1440.5","1443.5","1440.5","1441.75",1089
"2013-03-25 00:00:00+00","ZS.c.0","1442","1445.75","1430.5","1437.5",56053
"2013-03-26 00:00:00+00","ZS.c.0","1437.5","1449.5","1433.75","1446.5",53966
"2013-03-27 00:00:00+00","ZS.c.0","1446.5","1457.75","1443.5","1453.25",50382
"2013-03-28 00:00:00+00","ZS.c.0","1453.75","1459.75","1397","1404.75",144342
"2013-03-31 00:00:00+00","ZS.c.0","1401.5","1408.25","1400","1407",4588
"2013-04-01 00:00:00+00","ZS.c.0","1407","1407.5","1386.25","1393.75",84130
"2013-04-02 00:00:00+00","ZS.c.0","1393.75","1405.75","1386","1392.5",92166
"2013-04-03 00:00:00+00","ZS.c.0","1392.5","1393.75","1375.5","1381.75",92035
"2013-04-04 00:00:00+00","ZS.c.0","1381.75","1382.75","1361","1368",88631
"2013-04-05 00:00:00+00","ZS.c.0","1368","1369.25","1354.5","1362",93459
"2013-04-08 00:00:00+00","ZS.c.0","1360.25","1380","1356.25","1377.25",94007
"2013-04-09 00:00:00+00","ZS.c.0","1378.75","1397","1375.5","1396",113660
"2013-04-10 00:00:00+00","ZS.c.0","1394.5","1409.75","1385.5","1392.75",104103
"2013-04-11 00:00:00+00","ZS.c.0","1392.75","1406.25","1382.5","1401.25",112628
"2013-04-12 00:00:00+00","ZS.c.0","1401.25","1419.25","1399.5","1413.5",97642
"2013-04-15 00:00:00+00","ZS.c.0","1413","1419.75","1393.75","1396.75",90565
"2013-04-16 00:00:00+00","ZS.c.0","1394.5","1417","1389","1412.5",92467
"2013-04-17 00:00:00+00","ZS.c.0","1411","1429.75","1406","1421",72029
"2013-04-18 00:00:00+00","ZS.c.0","1420","1441.5","1419","1431.5",70858
"2013-04-19 00:00:00+00","ZS.c.0","1430.5","1441","1422","1427.25",37109
"2013-04-22 00:00:00+00","ZS.c.0","1424","1426.75","1407.75","1417.75",49170
"2013-04-23 00:00:00+00","ZS.c.0","1417","1430.25","1417","1418.75",68840
"2013-04-24 00:00:00+00","ZS.c.0","1419.25","1426","1401.75","1404",50407
"2013-04-25 00:00:00+00","ZS.c.0","1404","1424.75","1403.5","1424.5",35164
"2013-04-26 00:00:00+00","ZS.c.0","1420.75","1432","1417.25","1430.5",40875
"2013-04-29 00:00:00+00","ZS.c.0","1430","1475","1425","1471",37663
"2013-04-30 00:00:00+00","ZS.c.0","1470","1488.75","1463.75","1465.75",16885
"2013-05-01 00:00:00+00","ZS.c.0","1466.25","1466.25","1428.75","1437",8743
"2013-05-02 00:00:00+00","ZS.c.0","1437.25","1454.25","1435.75","1440.75",3972
"2013-05-03 00:00:00+00","ZS.c.0","1440.5","1471.75","1440","1456.75",2566
"2013-05-06 00:00:00+00","ZS.c.0","1450.25","1469","1442","1444.25",1316
"2013-05-07 00:00:00+00","ZS.c.0","1445","1464.5","1444.75","1464.5",1231
"2013-05-08 00:00:00+00","ZS.c.0","1463.25","1485","1461.5","1479",2124
"2013-05-09 00:00:00+00","ZS.c.0","1475.25","1500.5","1475.25","1493",1589
"2013-05-10 00:00:00+00","ZS.c.0","1490.75","1503.75","1481","1488.5",1756
"2013-05-13 00:00:00+00","ZS.c.0","1486.5","1527.25","1486.5","1523",1727
"2013-05-14 00:00:00+00","ZS.c.0","1522","1546.25","1514","1524.75",1544
"2013-05-15 00:00:00+00","ZS.c.0","1414.75","1422.75","1402.25","1414",69138
"2013-05-16 00:00:00+00","ZS.c.0","1412.75","1431","1408.25","1429.25",79082
"2013-05-17 00:00:00+00","ZS.c.0","1427.5","1449.25","1424","1448.75",94379
"2013-05-20 00:00:00+00","ZS.c.0","1446.25","1466","1443.25","1465",98344
"2013-05-21 00:00:00+00","ZS.c.0","1460.5","1479.25","1456","1478.75",113299
"2013-05-22 00:00:00+00","ZS.c.0","1477","1494.75","1470.5","1494.5",100827
"2013-05-23 00:00:00+00","ZS.c.0","1492.5","1546.75","1487.5","1494.75",174445
"2013-05-24 00:00:00+00","ZS.c.0","1493","1505.75","1471.25","1476",106606
"2013-05-28 00:00:00+00","ZS.c.0","1475","1528.5","1472.5","1509",94252
"2013-05-29 00:00:00+00","ZS.c.0","1505","1519","1490","1503",71700
"2013-05-30 00:00:00+00","ZS.c.0","1502","1507.5","1487","1495.75",47018
"2013-05-31 00:00:00+00","ZS.c.0","1494.25","1523","1494.25","1509.5",74673
"2013-06-03 00:00:00+00","ZS.c.0","1509.5","1540.75","1509","1532.5",77344
"2013-06-04 00:00:00+00","ZS.c.0","1531.75","1533","1518","1529.5",51162
"2013-06-05 00:00:00+00","ZS.c.0","1528","1549","1523.25","1532",86200
"2013-06-06 00:00:00+00","ZS.c.0","1532","1534.25","1519.25","1529.25",64091
"2013-06-07 00:00:00+00","ZS.c.0","1528","1542","1521.25","1526",73844
"2013-06-10 00:00:00+00","ZS.c.0","1522.75","1527","1502.5","1514",79719
"2013-06-11 00:00:00+00","ZS.c.0","1515.5","1544","1514.75","1542",84806
"2013-06-12 00:00:00+00","ZS.c.0","1539.75","1558.75","1530.5","1539.75",102869
"2013-06-13 00:00:00+00","ZS.c.0","1540","1543.5","1506.5","1509",85524
"2013-06-14 00:00:00+00","ZS.c.0","1510","1522","1505.75","1516",45887
"2013-06-17 00:00:00+00","ZS.c.0","1508.25","1519.5","1490","1511.75",41198
"2013-06-18 00:00:00+00","ZS.c.0","1511.75","1530","1509.75","1511.25",56907
"2013-06-19 00:00:00+00","ZS.c.0","1513","1527","1505.25","1518.5",50750
"2013-06-20 00:00:00+00","ZS.c.0","1521.25","1522","1495.75","1499.25",34399
"2013-06-21 00:00:00+00","ZS.c.0","1497","1505.75","1488.75","1491",34940
"2013-06-24 00:00:00+00","ZS.c.0","1489.75","1514","1485.5","1512.5",37266
"2013-06-25 00:00:00+00","ZS.c.0","1511.75","1527.75","1507","1524.5",38664
"2013-06-26 00:00:00+00","ZS.c.0","1524","1535.25","1516","1534.25",38943
"2013-06-27 00:00:00+00","ZS.c.0","1532.25","1550.75","1530.25","1546.5",35184
"2013-06-28 00:00:00+00","ZS.c.0","1547.5","1574.5","1538","1564.5",13904
"2013-07-01 00:00:00+00","ZS.c.0","1565.5","1604.75","1560","1570",4082
"2013-07-02 00:00:00+00","ZS.c.0","1570.75","1584.75","1565","1573",1210
"2013-07-03 00:00:00+00","ZS.c.0","1574","1593","1572.75","1585",1943
"2013-07-05 00:00:00+00","ZS.c.0","1584.75","1595","1584.75","1587.75",1106
"2013-07-08 00:00:00+00","ZS.c.0","1585","1616.25","1585","1610.75",1732
"2013-07-09 00:00:00+00","ZS.c.0","1609.25","1630","1607","1612",2621
"2013-07-10 00:00:00+00","ZS.c.0","1617","1627.25","1585","1593",2006
"2013-07-11 00:00:00+00","ZS.c.0","1593.75","1610.5","1580","1599.5",1203
"2013-07-12 00:00:00+00","ZS.c.0","1595","1610","1534.5","1574.25",600
"2013-07-15 00:00:00+00","ZS.c.0","1424","1458","1419.5","1452.5",26818
"2013-07-16 00:00:00+00","ZS.c.0","1456.75","1488","1453","1476",28443
"2013-07-17 00:00:00+00","ZS.c.0","1475.25","1482","1464.25","1479",14781
"2013-07-18 00:00:00+00","ZS.c.0","1475","1477.5","1458.5","1473",19456
"2013-07-19 00:00:00+00","ZS.c.0","1469","1492.75","1469","1490.25",22279
"2013-07-22 00:00:00+00","ZS.c.0","1491","1525.5","1487","1521.5",24784
"2013-07-23 00:00:00+00","ZS.c.0","1515","1526.25","1460","1461.25",37579
"2013-07-24 00:00:00+00","ZS.c.0","1460","1466.25","1392.5","1393",40448
"2013-07-25 00:00:00+00","ZS.c.0","1388.25","1396.5","1348.5","1354",24812
"2013-07-26 00:00:00+00","ZS.c.0","1353.5","1360.25","1330.5","1349.75",20980
"2013-07-29 00:00:00+00","ZS.c.0","1345.5","1370.5","1328.5","1369.75",15069
"2013-07-30 00:00:00+00","ZS.c.0","1370","1379.75","1347.75","1349.25",11084
"2013-07-31 00:00:00+00","ZS.c.0","1350","1375.5","1343.5","1372.5",3760
"2013-08-01 00:00:00+00","ZS.c.0","1371.75","1387","1354.5","1357.25",3209
"2013-08-02 00:00:00+00","ZS.c.0","1358","1370","1328.5","1330.75",1472
"2013-08-05 00:00:00+00","ZS.c.0","1332.5","1336","1318.5","1329.25",743
"2013-08-06 00:00:00+00","ZS.c.0","1330","1335.25","1318.25","1321",638
"2013-08-07 00:00:00+00","ZS.c.0","1323.25","1335","1313.75","1327.75",705
"2013-08-08 00:00:00+00","ZS.c.0","1327.5","1358.5","1327.5","1357",882
"2013-08-09 00:00:00+00","ZS.c.0","1354.75","1366.25","1340","1341.25",695
"2013-08-12 00:00:00+00","ZS.c.0","1339.75","1374","1338.25","1372.75",479
"2013-08-13 00:00:00+00","ZS.c.0","1374","1389","1358","1359.5",436
"2013-08-14 00:00:00+00","ZS.c.0","1358","1376","1347","1368",212
"2013-08-15 00:00:00+00","ZS.c.0","1271.75","1294","1271","1289.5",15229
"2013-08-16 00:00:00+00","ZS.c.0","1287.75","1296","1282.5","1283.5",12317
"2013-08-19 00:00:00+00","ZS.c.0","1296.5","1324.75","1295","1321.75",17628
"2013-08-20 00:00:00+00","ZS.c.0","1320.75","1326.75","1304","1308.75",9674
"2013-08-21 00:00:00+00","ZS.c.0","1308","1335.75","1304.25","1330.75",13330
"2013-08-22 00:00:00+00","ZS.c.0","1329.5","1342","1316.5","1324",11806
"2013-08-23 00:00:00+00","ZS.c.0","1326","1369","1325.75","1362.75",16617
"2013-08-26 00:00:00+00","ZS.c.0","1382.5","1435.25","1382.25","1427.75",10297
"2013-08-27 00:00:00+00","ZS.c.0","1425","1449","1411.75","1416.25",6941
"2013-08-28 00:00:00+00","ZS.c.0","1417.5","1435","1408.5","1434.75",10207
"2013-08-29 00:00:00+00","ZS.c.0","1435","1453.75","1421.25","1431",9162
"2013-08-30 00:00:00+00","ZS.c.0","1434.5","1434.5","1414.25","1422.5",2664
"2013-09-03 00:00:00+00","ZS.c.0","1459.25","1468.25","1430.75","1433.75",3411
"2013-09-04 00:00:00+00","ZS.c.0","1432.75","1432.75","1388.25","1396",1632
"2013-09-05 00:00:00+00","ZS.c.0","1402.75","1423.75","1380.25","1422.75",1021
"2013-09-06 00:00:00+00","ZS.c.0","1428.75","1440","1420.75","1438.75",964
"2013-09-09 00:00:00+00","ZS.c.0","1449","1449.25","1401.25","1403.25",620
"2013-09-10 00:00:00+00","ZS.c.0","1390.75","1406","1386.25","1405.75",288
"2013-09-11 00:00:00+00","ZS.c.0","1403","1408.5","1400","1407",223
"2013-09-12 00:00:00+00","ZS.c.0","1410","1444","1380","1444",273
"2013-09-13 00:00:00+00","ZS.c.0","1435","1516","1431","1495",55
"2013-09-16 00:00:00+00","ZS.c.0","1374","1375.25","1342.75","1348.25",110438
"2013-09-17 00:00:00+00","ZS.c.0","1349","1366.5","1332","1342",138859
"2013-09-18 00:00:00+00","ZS.c.0","1341.5","1349.75","1335","1347.75",81082
"2013-09-19 00:00:00+00","ZS.c.0","1352.5","1361.25","1331.25","1339.75",94119
"2013-09-20 00:00:00+00","ZS.c.0","1340.5","1340.5","1311.75","1316",104357
"2013-09-23 00:00:00+00","ZS.c.0","1310","1317.75","1305.5","1308",72760
"2013-09-24 00:00:00+00","ZS.c.0","1306.5","1322.75","1305.25","1312",62244
"2013-09-25 00:00:00+00","ZS.c.0","1311.5","1328","1306.5","1322",85659
"2013-09-26 00:00:00+00","ZS.c.0","1320","1322.75","1311.25","1317.25",61234
"2013-09-27 00:00:00+00","ZS.c.0","1316.5","1328","1311.5","1320",76173
"2013-09-30 00:00:00+00","ZS.c.0","1312.75","1317","1281","1281.25",149796
"2013-10-01 00:00:00+00","ZS.c.0","1278.5","1278.75","1263.5","1268",107117
"2013-10-02 00:00:00+00","ZS.c.0","1267.5","1282","1263.75","1274.5",107663
"2013-10-03 00:00:00+00","ZS.c.0","1273","1289.75","1271","1285.75",97912
"2013-10-04 00:00:00+00","ZS.c.0","1286.25","1298","1280","1296",95000
"2013-10-07 00:00:00+00","ZS.c.0","1292.25","1305","1288.5","1295.75",93128
"2013-10-08 00:00:00+00","ZS.c.0","1296.25","1305.75","1283.75","1288.75",133588
"2013-10-09 00:00:00+00","ZS.c.0","1287.5","1293","1281.25","1286.75",117354
"2013-10-10 00:00:00+00","ZS.c.0","1286.5","1302","1285.5","1287.75",134003
"2013-10-11 00:00:00+00","ZS.c.0","1286","1288","1266","1267.75",131451
"2013-10-14 00:00:00+00","ZS.c.0","1263.75","1280","1261.75","1271.5",93619
"2013-10-15 00:00:00+00","ZS.c.0","1271","1276.75","1264.25","1266.75",79160
"2013-10-16 00:00:00+00","ZS.c.0","1267","1279.5","1266","1278",102871
"2013-10-17 00:00:00+00","ZS.c.0","1276.25","1296","1274.75","1292.25",114528
"2013-10-18 00:00:00+00","ZS.c.0","1291.25","1301.5","1287.5","1291.25",97011
"2013-10-21 00:00:00+00","ZS.c.0","1289","1304","1288.5","1301.5",79340
"2013-10-22 00:00:00+00","ZS.c.0","1300.75","1305.5","1292","1300.5",99622
"2013-10-23 00:00:00+00","ZS.c.0","1299","1318.75","1296.75","1308.25",115705
"2013-10-24 00:00:00+00","ZS.c.0","1309","1318","1306","1309.75",80079
"2013-10-25 00:00:00+00","ZS.c.0","1309","1313","1299.25","1300",71469
"2013-10-28 00:00:00+00","ZS.c.0","1300","1301.25","1270.25","1271",97221
"2013-10-29 00:00:00+00","ZS.c.0","1270","1280.5","1268","1279.75",64309
"2013-10-30 00:00:00+00","ZS.c.0","1279","1292.5","1279","1286.5",46895
"2013-10-31 00:00:00+00","ZS.c.0","1287","1300","1279.25","1280",20276
"2013-11-01 00:00:00+00","ZS.c.0","1280","1285","1265","1266.25",12476
"2013-11-04 00:00:00+00","ZS.c.0","1263","1271.5","1260","1263",10765
"2013-11-05 00:00:00+00","ZS.c.0","1264.75","1271.75","1255","1260.75",4231
"2013-11-06 00:00:00+00","ZS.c.0","1259","1269.75","1258.5","1264.25",2981
"2013-11-07 00:00:00+00","ZS.c.0","1262.25","1289.5","1262","1279.5",2353
"2013-11-08 00:00:00+00","ZS.c.0","1277.25","1307.5","1274.75","1307.5",1730
"2013-11-11 00:00:00+00","ZS.c.0","1305","1312","1296","1306.75",1828
"2013-11-12 00:00:00+00","ZS.c.0","1305.25","1325","1303.75","1318",1496
"2013-11-13 00:00:00+00","ZS.c.0","1319.25","1322.25","1311.75","1320.25",904
"2013-11-14 00:00:00+00","ZS.c.0","1317.5","1325.25","1314.75","1325.25",228
"2013-11-15 00:00:00+00","ZS.c.0","1312.75","1315.75","1278","1279.25",97832
"2013-11-18 00:00:00+00","ZS.c.0","1280","1290","1276.5","1287.75",64322
"2013-11-19 00:00:00+00","ZS.c.0","1285.5","1294","1268.25","1279",107059
"2013-11-20 00:00:00+00","ZS.c.0","1277","1283.75","1270.25","1275.25",63526
"2013-11-21 00:00:00+00","ZS.c.0","1275.25","1292.5","1275.25","1292.5",84099
"2013-11-22 00:00:00+00","ZS.c.0","1290.75","1322","1290.5","1319",119634
"2013-11-25 00:00:00+00","ZS.c.0","1318.5","1334.5","1309.25","1328.5",101165
"2013-11-26 00:00:00+00","ZS.c.0","1327","1330.75","1316.75","1328.75",91445
"2013-11-27 00:00:00+00","ZS.c.0","1327.5","1341","1318.25","1319.5",91583
"2013-11-29 00:00:00+00","ZS.c.0","1328.5","1339.5","1327","1336.75",52327
"2013-12-02 00:00:00+00","ZS.c.0","1335.75","1346","1319.25","1321.25",88038
"2013-12-03 00:00:00+00","ZS.c.0","1320.75","1329","1311.25","1319",80284
"2013-12-04 00:00:00+00","ZS.c.0","1320","1334.5","1311.5","1328.25",99283
"2013-12-05 00:00:00+00","ZS.c.0","1328","1333","1316","1328.75",96658
"2013-12-06 00:00:00+00","ZS.c.0","1328","1328","1316.5","1325.75",80302
"2013-12-09 00:00:00+00","ZS.c.0","1324.75","1346.75","1324.5","1343.25",104502
"2013-12-10 00:00:00+00","ZS.c.0","1342.75","1353.5","1330.5","1339",136799
"2013-12-11 00:00:00+00","ZS.c.0","1339.25","1345.75","1334.5","1343.75",79114
"2013-12-12 00:00:00+00","ZS.c.0","1343","1347","1318.5","1325.5",129884
"2013-12-13 00:00:00+00","ZS.c.0","1323","1328","1312.25","1326.75",64249
"2013-12-16 00:00:00+00","ZS.c.0","1328","1343.5","1319","1336.75",82350
"2013-12-17 00:00:00+00","ZS.c.0","1336","1350","1328.5","1344.5",97846
"2013-12-18 00:00:00+00","ZS.c.0","1344","1351","1323.25","1324.75",89230
"2013-12-19 00:00:00+00","ZS.c.0","1325","1329.75","1315.75","1327.25",89211
"2013-12-20 00:00:00+00","ZS.c.0","1325.75","1345","1321.5","1338",49644
"2013-12-23 00:00:00+00","ZS.c.0","1343.5","1347.25","1326.75","1329",34528
"2013-12-24 00:00:00+00","ZS.c.0","1328.5","1338","1325","1334",13690
"2013-12-26 00:00:00+00","ZS.c.0","1332","1332","1316.5","1320",30331
"2013-12-27 00:00:00+00","ZS.c.0","1318.75","1332.5","1318.75","1331.5",26615
"2013-12-30 00:00:00+00","ZS.c.0","1324.75","1333.25","1319.25","1328.5",34973
"2013-12-31 00:00:00+00","ZS.c.0","1327.75","1331","1309","1309.25",16428
"2014-01-02 00:00:00+00","ZS.c.0","1312","1312.5","1280.25","1287.25",7367
"2014-01-03 00:00:00+00","ZS.c.0","1287","1294","1281.75","1289.5",5758
"2014-01-06 00:00:00+00","ZS.c.0","1291.25","1301.5","1289.5","1297.75",2322
"2014-01-07 00:00:00+00","ZS.c.0","1297","1305.5","1287.25","1299.5",2207
"2014-01-08 00:00:00+00","ZS.c.0","1299.25","1304.5","1292.25","1300",2420
"2014-01-09 00:00:00+00","ZS.c.0","1300.75","1308.25","1296","1296",2102
"2014-01-10 00:00:00+00","ZS.c.0","1297","1320","1297","1303",1042
"2014-01-13 00:00:00+00","ZS.c.0","1304.75","1327.5","1296","1327",1054
"2014-01-14 00:00:00+00","ZS.c.0","1327","1340.25","1314.75","1338.25",306
"2014-01-15 00:00:00+00","ZS.c.0","1305.25","1321","1303.25","1317.5",88987
"2014-01-16 00:00:00+00","ZS.c.0","1316.5","1330.5","1311","1315",92386
"2014-01-17 00:00:00+00","ZS.c.0","1312.75","1318.5","1305.5","1316.5",68987
"2014-01-21 00:00:00+00","ZS.c.0","1313","1314","1279.75","1280.75",110435
"2014-01-22 00:00:00+00","ZS.c.0","1279.75","1286","1272","1280.5",87652
"2014-01-23 00:00:00+00","ZS.c.0","1279.75","1296.75","1275.25","1275.25",94223
"2014-01-24 00:00:00+00","ZS.c.0","1275.75","1287","1263","1286",100405
"2014-01-27 00:00:00+00","ZS.c.0","1286","1293","1279","1288.25",84123
"2014-01-28 00:00:00+00","ZS.c.0","1287.25","1290","1277.5","1285",51135
"2014-01-29 00:00:00+00","ZS.c.0","1284.75","1286","1266","1268.75",91286
"2014-01-30 00:00:00+00","ZS.c.0","1269","1286.5","1260","1275.5",118200
"2014-01-31 00:00:00+00","ZS.c.0","1275.5","1284","1271.5","1283.75",64899
"2014-02-03 00:00:00+00","ZS.c.0","1281.75","1299.75","1278.5","1291.75",83297
"2014-02-04 00:00:00+00","ZS.c.0","1292.75","1316","1291","1312.5",103893
"2014-02-05 00:00:00+00","ZS.c.0","1312","1321.25","1305","1315.75",96675
"2014-02-06 00:00:00+00","ZS.c.0","1315.25","1334.75","1314.75","1326",100596
"2014-02-07 00:00:00+00","ZS.c.0","1324","1332.5","1320","1331.75",82525
"2014-02-10 00:00:00+00","ZS.c.0","1327","1340","1318.5","1325",130814
"2014-02-11 00:00:00+00","ZS.c.0","1323.25","1337.5","1312.5","1336.25",125276
"2014-02-12 00:00:00+00","ZS.c.0","1335","1340","1322","1322.75",111939
"2014-02-13 00:00:00+00","ZS.c.0","1323","1347.5","1322.5","1342.75",136762
"2014-02-14 00:00:00+00","ZS.c.0","1342.25","1356","1336.75","1338",94137
"2014-02-18 00:00:00+00","ZS.c.0","1337.25","1361.75","1335.5","1361.25",93235
"2014-02-19 00:00:00+00","ZS.c.0","1360.5","1371.75","1351","1354.75",77250
"2014-02-20 00:00:00+00","ZS.c.0","1354","1361","1343.75","1359",76130
"2014-02-21 00:00:00+00","ZS.c.0","1358.5","1372.25","1351.5","1371.75",80154
"2014-02-24 00:00:00+00","ZS.c.0","1370.25","1390","1369","1385.5",57674
"2014-02-25 00:00:00+00","ZS.c.0","1384.25","1400","1377","1397.75",58906
"2014-02-26 00:00:00+00","ZS.c.0","1397","1408","1392.25","1407.5",64491
"2014-02-27 00:00:00+00","ZS.c.0","1405.25","1452","1392","1392.5",59055
"2014-02-28 00:00:00+00","ZS.c.0","1395.25","1415","1384","1414.5",10817
"2014-03-03 00:00:00+00","ZS.c.0","1418.5","1438.75","1401","1407.75",4830
"2014-03-04 00:00:00+00","ZS.c.0","1406","1422.25","1402.25","1417.75",4176
"2014-03-05 00:00:00+00","ZS.c.0","1421.5","1424","1407","1421.25",2094
"2014-03-06 00:00:00+00","ZS.c.0","1423.25","1438.25","1418.75","1438.25",1106
"2014-03-07 00:00:00+00","ZS.c.0","1436.5","1460","1435.25","1460",1158
"2014-03-10 00:00:00+00","ZS.c.0","1451.25","1452.25","1417.75","1419",2109
"2014-03-11 00:00:00+00","ZS.c.0","1419.5","1430.25","1410.25","1410.25",746
"2014-03-12 00:00:00+00","ZS.c.0","1403.25","1403.25","1363.5","1382",806
"2014-03-13 00:00:00+00","ZS.c.0","1375.75","1404.25","1375.5","1388.25",664
"2014-03-14 00:00:00+00","ZS.c.0","1388.5","1393.25","1375.5","1375.75",181
"2014-03-17 00:00:00+00","ZS.c.0","1388","1395.75","1375.5","1391.5",53859
"2014-03-18 00:00:00+00","ZS.c.0","1390","1419.5","1384.5","1418.5",78916
"2014-03-19 00:00:00+00","ZS.c.0","1416.5","1442","1416.5","1431",77333
"2014-03-20 00:00:00+00","ZS.c.0","1430.5","1456.5","1422.25","1433.25",106999
"2014-03-21 00:00:00+00","ZS.c.0","1433.5","1435.75","1405.25","1408.75",71333
"2014-03-24 00:00:00+00","ZS.c.0","1404.5","1432.75","1393.25","1425.5",72316
"2014-03-25 00:00:00+00","ZS.c.0","1425.75","1436","1416","1426.75",52477
"2014-03-26 00:00:00+00","ZS.c.0","1426","1441.75","1420.75","1440.25",58945
"2014-03-27 00:00:00+00","ZS.c.0","1439.5","1450.5","1430.5","1437.25",62550
"2014-03-28 00:00:00+00","ZS.c.0","1436","1443.5","1428.25","1435.75",55756
"2014-03-31 00:00:00+00","ZS.c.0","1433.5","1466.5","1423","1462",106861
"2014-04-01 00:00:00+00","ZS.c.0","1463","1491.5","1460.5","1483.25",89612
"2014-04-02 00:00:00+00","ZS.c.0","1483.25","1496","1456","1461.75",102842
"2014-04-03 00:00:00+00","ZS.c.0","1462.25","1480.75","1458.25","1474",76403
"2014-04-04 00:00:00+00","ZS.c.0","1474.75","1487","1463","1472",64430
"2014-04-07 00:00:00+00","ZS.c.0","1472.25","1479.5","1459.5","1462.5",74463
"2014-04-08 00:00:00+00","ZS.c.0","1464.25","1483.75","1462","1482.75",87266
"2014-04-09 00:00:00+00","ZS.c.0","1482.5","1512","1481.5","1495.5",121557
"2014-04-10 00:00:00+00","ZS.c.0","1494.75","1495","1476.25","1481",71224
"2014-04-11 00:00:00+00","ZS.c.0","1481.75","1482.25","1460.75","1464",85765
"2014-04-14 00:00:00+00","ZS.c.0","1462.25","1478","1461.25","1476",85637
"2014-04-15 00:00:00+00","ZS.c.0","1476.25","1509.25","1473.5","1501.5",89518
"2014-04-16 00:00:00+00","ZS.c.0","1500.25","1522.75","1499.5","1519.5",62646
"2014-04-17 00:00:00+00","ZS.c.0","1518","1531.75","1504","1515.5",54814
"2014-04-21 00:00:00+00","ZS.c.0","1515","1525","1486","1499.25",39279
"2014-04-22 00:00:00+00","ZS.c.0","1502","1508.75","1477.25","1481.25",69079
"2014-04-23 00:00:00+00","ZS.c.0","1480","1487.25","1466.75","1469",49116
"2014-04-24 00:00:00+00","ZS.c.0","1468.5","1474.25","1464","1472.25",42896
"2014-04-25 00:00:00+00","ZS.c.0","1472","1500","1472","1499.25",57420
"2014-04-28 00:00:00+00","ZS.c.0","1502.25","1520.5","1499.25","1506.5",46183
"2014-04-29 00:00:00+00","ZS.c.0","1508.25","1527.5","1503","1522.5",35765
"2014-04-30 00:00:00+00","ZS.c.0","1525","1532","1516","1529.25",13740
"2014-05-01 00:00:00+00","ZS.c.0","1528","1529.75","1472.25","1473",6712
"2014-05-02 00:00:00+00","ZS.c.0","1475.75","1483.75","1465","1480.5",2872
"2014-05-05 00:00:00+00","ZS.c.0","1483.25","1490.5","1471.25","1472",2037
"2014-05-06 00:00:00+00","ZS.c.0","1473.5","1473.5","1451.5","1463",2873
"2014-05-07 00:00:00+00","ZS.c.0","1459.25","1459.25","1443.75","1450",2808
"2014-05-08 00:00:00+00","ZS.c.0","1451","1475.75","1451","1474.25",972
"2014-05-09 00:00:00+00","ZS.c.0","1472","1504.5","1463.75","1500.25",985
"2014-05-12 00:00:00+00","ZS.c.0","1507.25","1507.25","1480.75","1483.75",495
"2014-05-13 00:00:00+00","ZS.c.0","1484","1504.25","1480","1502.75",429
"2014-05-14 00:00:00+00","ZS.c.0","1502.25","1505.75","1483","1495.75",248
"2014-05-15 00:00:00+00","ZS.c.0","1486","1493.5","1462.5","1468.5",90890
"2014-05-16 00:00:00+00","ZS.c.0","1469.25","1478.5","1461.25","1465.25",55223
"2014-05-19 00:00:00+00","ZS.c.0","1463.75","1492.75","1456.25","1483.25",85323
"2014-05-20 00:00:00+00","ZS.c.0","1484","1501","1468.5","1469",76693
